Eritrea and Ethiopia,2500000.00,,,,,,,,,,,,,,,,,,3034180.00,,,,,,,,,,,,,,,,,,,,3154000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21577072.00,21931687.00,22299701.00,22681589.00,23077851.00,23489007.00,23915607.00,24358225.00,24817457.00,25292318.00,25783370.00,26289080.00,26811990.00,27352724.00,27910749.00,28486709.00,29081191.00,29680616.00,30308330.00,30969390.00,31628964.00,32307998.00,33030559.00,33786014.00,34579876.00,35396905.00,36294034.00,37130441.00,37754295.00,38221073.00,38605198.00,39649026.00,40749053.00,41898385.00,42831710.00,43487134.00,44500074.00,45915489.00,47584614.00,49386315.00,51193511.00,53584960.00,55756999.00,57190199.00,58770464.00,60487061.00,62209971.00,63919620.00,65620416.00,67372393.00,69046633.00,70669297.00,72361662.00,74098224.00,75890979.00,77722924.00,79564975.00,81418472.00,83282565.00,,,,,
Estonia,,,,,,,,,,,,,,,,,,,334136.00,,,,,,,,,,,,,,,,,,,,334136.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100998.00,1113922.00,1126280.00,1138038.00,1149241.00,1160002.00,1170514.00,1181044.00,1191912.00,1203467.00,1216003.00,1229668.00,1244386.00,1259824.00,1275487.00,1290996.00,1306197.00,1321132.00,1335846.00,1350454.00,1365002.00,1379574.00,1394029.00,1407932.00,1420709.00,1431998.00,1441551.00,1449609.00,1456892.00,1464417.00,1472898.00,1482176.00,1491897.00,1502292.00,1513617.00,1525790.00,1539549.00,1554175.00,1566396.00,1571840.00,1567631.00,1552370.00,1527660.00,1497364.00,1467016.00,1440710.00,1419727.00,1403188.00,1390414.00,1379962.00,1370749.00,1362823.00,1356644.00,1351955.00,1348449.00,1345857.00,1344038.00,1342873.00,1342145.00,1341629.00,1341140.00,1340537.00,1339762.00,1338832.00
Ethiopia,,,,,,,,,,,,,,,,,,,2948990.00,,,,,,,,,,,,,,,,,,,,2948990.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18433866.00,18788330.00,19150885.00,19522300.00,19903919.00,20297664.00,20706078.00,21132283.00,21579828.00,22052451.00,22553350.00,23084406.00,23645508.00,24234254.00,24846785.00,25480202.00,26128435.00,26790992.00,27476546.00,28197484.00,28959382.00,29777985.00,30642920.00,31503206.00,32289683.00,32958964.00,33486288.00,33903618.00,34294030.00,34773640.00,35426282.00,36282554.00,37319328.00,38500829.00,39768079.00,41077517.00,42417873.00,43802479.00,45240322.00,46747612.00,48333261.00,49998845.00,51730288.00,53502211.00,55281054.00,57042197.00,58774378.00,60481739.00,62174171.00,63868806.00,65577897.00,67303731.00,69040669.00,70784012.00,72526620.00,74263861.00,75993403.00,77718436.00,79446419.00,81187751.00,82949541.00,84734262.00,86538534.00,88356373.00
Faeroe Islands,,,,,,,,,,,,,,,,,,,13537.00,,,,,,,,,,,,,,,,,,,,13537.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31504.00,31304.00,31249.00,31335.00,31551.00,31879.00,32299.00,32786.00,33307.00,33833.00,34334.00,34793.00,35210.00,35597.00,35985.00,36391.00,36820.00,37262.00,37707.00,38139.00,38547.00,38928.00,39288.00,39641.00,40008.00,40403.00,40829.00,41281.00,41757.00,42258.00,42779.00,43305.00,43831.00,44364.00,44920.00,45497.00,46133.00,46802.00,47370.00,47659.00,47558.00,46995.00,46050.00,44953.00,44022.00,43483.00,43416.00,43746.00,44358.00,45070.00,45743.00,46358.00,46944.00,47472.00,47915.00,48258.00,48475.00,48572.00,48597.00,48625.00,48708.00,48863.00,49075.00,49326.00
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261.00,2247.00,2235.00,2224.00,2213.00,2202.00,2191.00,2180.00,2168.00,2156.00,2144.00,2131.00,2117.00,2104.00,2089.00,2074.00,2058.00,2041.00,2024.00,2008.00,1991.00,1975.00,1960.00,1946.00,1932.00,1917.00,1903.00,1889.00,1877.00,1866.00,1856.00,1850.00,1846.00,1845.00,1849.00,1856.00,1867.00,1881.00,1905.00,1941.00,1993.00,2062.00,2144.00,2239.00,2338.00,2439.00,2541.00,2642.00,2737.00,2818.00,2881.00,2922.00,2942.00,2950.00,2953.00,2958.00,2967.00,2979.00,2993.00,3006.00,3017.00,3027.00,3036.00,3045.00
Fiji,118803.00,,,,,,,,,,,,,,,,,,130533.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000.00,,,,,,,137000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127000.00,,,,,,,,,,121000.00,,,,,,,,,120000.00,120000.00,,,,,,,,,,140000.00,,,,,,,,,,157000.00,,,,,,,,,,,,,,,198000.00,,,,,,,,,,260000.00,,,,288993.00,296204.00,304808.00,314345.00,324471.00,334964.00,345732.00,356801.00,368303.00,380434.00,393366.00,407137.00,421563.00,436199.00,450447.00,463885.00,476334.00,487922.00,498903.00,509680.00,520555.00,531631.00,542846.00,554147.00,565426.00,576634.00,587565.00,598298.00,609387.00,621579.00,635297.00,651006.00,668259.00,685461.00,700434.00,711703.00,718535.00,721637.00,722753.00,724404.00,728390.00,735262.00,744396.00,754981.00,765725.00,775651.00,784713.00,793165.00,800685.00,806927.00,811718.00,814780.00,816336.00,817339.00,819102.00,822553.00,828046.00,835267.00,843651.00,852323.00,860623.00,868406.00,875822.00,882863.00
Finland,400000.00,,,,,,,,,,,,,,,,,,977662.00,,,,,,,,,,,,,,,,,,,,1169000.00,1186000.00,1202000.00,1219000.00,1235000.00,1252000.00,1268000.00,1310000.00,1326000.00,1343000.00,1364000.00,1374000.00,1378000.00,1383000.00,1387000.00,1391000.00,1399000.00,1409000.00,1420000.00,1430000.00,1441000.00,1456000.00,1476000.00,1495000.00,1516000.00,1536000.00,1555000.00,1573000.00,1591000.00,1610000.00,1628000.00,1642000.00,1652000.00,1663000.00,1673000.00,1683000.00,1692000.00,1703000.00,1715000.00,1726000.00,1738000.00,1754000.00,1774000.00,1794000.00,1813000.00,1833000.00,1840000.00,1831000.00,1776000.00,1734000.00,1754000.00,1786000.00,1819000.00,1847000.00,1873000.00,1899000.00,1928000.00,1957000.00,1983000.00,2014000.00,2047000.00,2072000.00,2098000.00,2130000.00,2164000.00,2195000.00,2224000.00,2259000.00,2296000.00,2331000.00,2364000.00,2394000.00,2451000.00,2430000.00,2511000.00,2483000.00,2515000.00,2549000.00,2589000.00,2624000.00,2646000.00,2667000.00,2686000.00,2706000.00,2735000.00,2762000.00,2788000.00,2821000.00,2861000.00,2899000.00,2929000.00,2962000.00,2998000.00,3027000.00,3053000.00,3083000.00,3105000.00,3124000.00,3125000.00,3117000.00,3133000.00,3170000.00,3210000.00,3243000.00,3272000.00,3304000.00,3339000.00,3368000.00,3396000.00,3424000.00,3449000.00,3476000.00,3503000.00,3526000.00,3549000.00,3576000.00,3601000.00,3626000.00,3656000.00,3686000.00,3698000.00,3702000.00,3708000.00,3721000.00,3735000.00,3758000.00,3806000.00,3859000.00,3912000.00,3963000.00,4009003.00,4049971.00,4095096.00,4142102.00,4189185.00,4235002.00,4278702.00,4319898.00,4358612.00,4395188.00,4430001.00,4463165.00,4494265.00,4522251.00,4545748.00,4564002.00,4576277.00,4583461.00,4588404.00,4595003.00,4605998.00,4622759.00,4644371.00,4668510.00,4691674.00,4711432.00,4726845.00,4739016.00,4750001.00,4762803.00,4779488.00,4800928.00,4826163.00,4853221.00,4879235.00,4902206.00,4921232.00,4937130.00,4951685.00,4967527.00,4986441.00,5009160.00,5034766.00,5061394.00,5086368.00,5107802.00,5125177.00,5139257.00,5151024.00,5161995.00,5173370.00,5185180.00,5197305.00,5210595.00,5226067.00,5244342.00,5265936.00,5290431.00,5316334.00,5341546.00,5364546.00,5384770.00,5402627.00,5418763.00
France,21471000.00,,,,,,,,,,,,,,,,,,29355111.00,,,,,,,,,,,,,,,,,,,,31250000.00,31460000.00,31685000.00,31905000.00,32127000.00,32350000.00,32538000.00,32727000.00,32917000.00,33108000.00,33300000.00,33439000.00,33598000.00,33718000.00,33859000.00,34000000.00,34178000.00,34357000.00,34537000.00,34718000.00,34900000.00,35059000.00,35218000.00,35378000.00,35539000.00,35700000.00,35829000.00,35959000.00,36089000.00,36219000.00,36350000.00,36479000.00,36609000.00,36739000.00,36869000.00,37000000.00,37060000.00,37120000.00,37180000.00,37240000.00,37300000.00,37390000.00,37520000.00,37710000.00,37860000.00,38020000.00,38080000.00,38230000.00,38330000.00,38890000.00,38440000.00,37731000.00,37679000.00,37887000.00,38044000.00,38221000.00,38398000.00,38576000.00,38763000.00,38909000.00,39045000.00,39191000.00,39337000.00,39472000.00,39629000.00,39733000.00,39858000.00,39889000.00,39920000.00,40004000.00,40014000.00,39983000.00,39993000.00,40014000.00,40056000.00,40098000.00,40192000.00,40348000.00,40473000.00,40546000.00,40598000.00,40640000.00,40713000.00,40786000.00,40859000.00,40890000.00,40942000.00,40942000.00,41046000.00,41109000.00,41224000.00,41307000.00,41359000.00,41463000.00,41476000.00,40481000.00,39884000.00,39288000.00,38542000.00,38700000.00,39000000.00,39240000.00,39420000.00,39880000.00,40310000.00,40610000.00,40870000.00,40940000.00,41050000.00,41230000.00,41610000.00,41860000.00,41860000.00,41890000.00,41950000.00,41940000.00,41910000.00,41930000.00,41960000.00,41900000.00,41000000.00,39600000.00,39400000.00,39000000.00,38900000.00,39700000.00,40290000.00,40680000.00,41110000.00,41480000.00,41831805.00,42037803.00,42328940.00,42672812.00,43045963.00,43433879.00,43831475.00,44242612.00,44678632.00,45155921.00,45688594.00,46280695.00,46919371.00,47571948.00,48194218.00,48754817.00,49238715.00,49655097.00,50026522.00,50387730.00,50763212.00,51161640.00,51572812.00,51980081.00,52358648.00,52691826.00,52974009.00,53214788.00,53431051.00,53646954.00,53880143.00,54135673.00,54408866.00,54695692.00,54988578.00,55281465.00,55575215.00,55870924.00,56162822.00,56443567.00,56708260.00,56956057.00,57189616.00,57412239.00,57628904.00,57844501.00,58057570.00,58270419.00,58496138.00,58751572.00,59047795.00,59390720.00,59774531.00,60183884.00,60596691.00,60996506.00,61378065.00,61744596.00,62098413.00,62444770.00,62787427.00,63125894.00,63457777.00,63782963.00
French Guiana,,,,,,,,,,,,,,,,,,,9899.00,,,,,,,,,,,,,,,,,,,,9899.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25479.00,26225.00,26867.00,27444.00,27994.00,28547.00,29136.00,29790.00,30534.00,31391.00,32377.00,33505.00,34775.00,36182.00,37711.00,39347.00,41100.00,42960.00,44870.00,46754.00,48561.00,50282.00,51945.00,53580.00,55233.00,56949.00,58740.00,60634.00,62711.00,65073.00,67799.00,70882.00,74316.00,78174.00,82548.00,87473.00,93019.00,99097.00,105392.00,111472.00,117038.00,121979.00,126405.00,130513.00,134605.00,138916.00,143449.00,148169.00,153227.00,158797.00,164983.00,171889.00,179424.00,187247.00,194882.00,201993.00,208451.00,214366.00,219931.00,225451.00,231151.00,237080.00,243172.00,249408.00
French Polynesia,56845.00,,,,,,,,,,,,,,,,,,62530.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66000.00,,,,,,,62000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.00,,,,,,,,,,,,,,,,,,,,,,,,,,36000.00,,,,,40000.00,,,,,44000.00,,,,,,,,,,55000.00,,,,60696.00,62583.00,64335.00,66019.00,67690.00,69394.00,71167.00,73034.00,75011.00,77110.00,79335.00,81695.00,84206.00,86887.00,89768.00,92859.00,96177.00,99708.00,103387.00,107129.00,110872.00,114591.00,118303.00,122041.00,125862.00,129803.00,133865.00,138027.00,142290.00,146651.00,151098.00,155637.00,160251.00,164893.00,169500.00,174024.00,178450.00,182788.00,187044.00,191237.00,195383.00,199464.00,203481.00,207494.00,211583.00,215798.00,220172.00,224667.00,229171.00,233532.00,237638.00,241448.00,245000.00,248357.00,251622.00,254870.00,258119.00,261345.00,264541.00,267685.00,270764.00,273777.00,276731.00,279632.00
Gabon,,,,,,,,,,,,,,,,,,,158227.00,,,,,,,,,,,,,,,,,,,,158227.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000.00,469553.00,470676.00,472159.00,473845.00,475629.00,477456.00,479323.00,481271.00,483379.00,485732.00,488394.00,491385.00,494663.00,498162.00,501880.00,505765.00,509973.00,514963.00,521339.00,529526.00,539728.00,551811.00,565441.00,580101.00,595417.00,611293.00,627846.00,645160.00,663387.00,682641.00,702923.00,724185.00,746424.00,769635.00,793810.00,818863.00,844775.00,871675.00,899739.00,929044.00,959631.00,991289.00,1023531.00,1055707.00,1087327.00,1118215.00,1148416.00,1177936.00,1206862.00,1235274.00,1263165.00,1290532.00,1317484.00,1344171.00,1370729.00,1397192.00,1423637.00,1450310.00,1477514.00,1505463.00,1534262.00,1563873.00,1594205.00
Gambia,,,,,,,,,,,,,,,,,,,103274.00,,,,,,,,,,,,,,,,,,,,103274.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271372.00,272968.00,277411.00,284608.00,294310.00,306119.00,319468.00,333635.00,347785.00,361031.00,372625.00,382164.00,389768.00,396158.00,402436.00,409450.00,417350.00,426005.00,435647.00,446488.00,458663.00,472432.00,487790.00,504267.00,521186.00,538110.00,554910.00,571891.00,589570.00,608680.00,629786.00,652817.00,677685.00,704894.00,735056.00,768460.00,805491.00,845642.00,887224.00,927937.00,966151.00,1001252.00,1033748.00,1064522.00,1094974.00,1126183.00,1158308.00,1191155.00,1225044.00,1260283.00,1297084.00,1335674.00,1376035.00,1417818.00,1460493.00,1503678.00,1547259.00,1591357.00,1636107.00,1681734.00,1728394.00,1776103.00,1824777.00,1874360.00
Georgia,,,,,,,,,,,,,,,,,,,1072178.00,,,,,,,,,,,,,,,,,,,,1072178.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527004.00,3584762.00,3646426.00,3710244.00,3774898.00,3839498.00,3903604.00,3967208.00,4030666.00,4094586.00,4159500.00,4225506.00,4291963.00,4357354.00,4419666.00,4477493.00,4530176.00,4578194.00,4622680.00,4665358.00,4707491.00,4749634.00,4791473.00,4832396.00,4871428.00,4907996.00,4941721.00,4973247.00,5004247.00,5036986.00,5073000.00,5111551.00,5151606.00,5193836.00,5239068.00,5287002.00,5339661.00,5394502.00,5441216.00,5466100.00,5459999.00,5418521.00,5346229.00,5254049.00,5157814.00,5069269.00,4992336.00,4924569.00,4863694.00,4805140.00,4745765.00,4685331.00,4626034.00,4569880.00,4519607.00,4477006.00,4442825.00,4415956.00,4394018.00,4373630.00,4352244.00,4329026.00,4304363.00,4278410.00
Germany,15000000.00,,,,,,,,,,,,,,,,,,22886919.00,,,,,,,,,,,,,,,,,,,,24905000.00,25260000.00,25620000.00,25969000.00,26307000.00,26650000.00,26964000.00,27249000.00,27540000.00,27807000.00,28045000.00,28283000.00,28535000.00,28801000.00,29071000.00,29390000.00,29702000.00,30013000.00,30365000.00,30746000.00,31126000.00,31475000.00,31787000.00,32086000.00,32394000.00,32743000.00,33059000.00,33231000.00,33289000.00,33452000.00,33746000.00,34055000.00,34290000.00,34422000.00,34531000.00,34586000.00,34715000.00,34979000.00,35278000.00,35633000.00,36049000.00,36435000.00,36788000.00,37184000.00,37602000.00,37955000.00,38193000.00,38440000.00,38637000.00,38914000.00,39231000.00,39456000.00,39691000.00,40017000.00,40450000.00,40897000.00,41491000.00,42034000.00,42546000.00,43052000.00,43500000.00,43827000.00,44112000.00,44404000.00,44777000.00,45084000.00,45505000.00,46001000.00,46538000.00,47083000.00,47607000.00,48129000.00,48633000.00,49123000.00,49703000.00,50363000.00,51111000.00,51921000.00,52753000.00,53592000.00,54388000.00,55214000.00,56104000.00,56963000.00,57806000.00,58644000.00,59481000.00,60341000.00,61187000.00,62038000.00,62884000.00,63852000.00,64457000.00,65058000.00,66096000.00,66230000.00,66076000.00,65763000.00,65237000.00,60547000.00,60894000.00,61573000.00,61900000.00,62307000.00,62697000.00,63166000.00,63630000.00,64023000.00,64393000.00,64739000.00,65084000.00,65423000.00,65716000.00,66027000.00,66409000.00,66871000.00,67349000.00,67831000.00,68558000.00,69286000.00,69835000.00,70244000.00,70834000.00,70411000.00,69865000.00,67000000.00,64678000.00,66094000.00,67295000.00,67991000.00,68376002.00,68713920.00,69086530.00,69483349.00,69897556.00,70325997.00,70769436.00,71232304.00,71721922.00,72247225.00,72814899.00,73425276.00,74068738.00,74724168.00,75363329.00,75963700.00,76518660.00,77026811.00,77477619.00,77860668.00,78169287.00,78398250.00,78549958.00,78635758.00,78672415.00,78673559.00,78648816.00,78600404.00,78526576.00,78422458.00,78288577.00,78124452.00,77944929.00,77784306.00,77686865.00,77684875.00,77783439.00,77974722.00,78260173.00,78637382.00,79098094.00,79651903.00,80282985.00,80926118.00,81495194.00,81929441.00,82200333.00,82326019.00,82350467.00,82341545.00,82349027.00,82384256.00,82432026.00,82484111.00,82524343.00,82540739.00,82536138.00,82516297.00,82475271.00,82405365.00,82302465.00,82162512.00,81990837.00,81804228.00
Ghana,,,,,,,,,,,,,,,,,,,2016034.00,,,,,,,,,,,,,,,,,,,,2016034.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2043000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980879.00,5088932.00,5229464.00,5392178.00,5568967.00,5753908.00,5943367.00,6135898.00,6331952.00,6533404.00,6742107.00,6958364.00,7179577.00,7399678.00,7610752.00,7807845.00,7986643.00,8150359.00,8310713.00,8484140.00,8681818.00,8911291.00,9167822.00,9435673.00,9692196.00,9922663.00,10119038.00,10290712.00,10461377.00,10664342.00,10922708.00,11246007.00,11624726.00,12039663.00,12462279.00,12871965.00,13261929.00,13638708.00,14010951.00,14392619.00,14793415.00,15216133.00,15655847.00,16105502.00,16554855.00,16996901.00,17429209.00,17855250.00,18281113.00,18715676.00,19165490.00,19632265.00,20114361.00,20610897.00,21119911.00,21639806.00,22170556.00,22712403.00,23264176.00,23824402.00,24391823.00,24965816.00,25545939.00,26131336.00
Gibraltar,,,,,,,,,,,,,,,,,,,9873.00,,,,,,,,,,,,,,,,,,,,9873.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20497.00,20641.00,20769.00,20874.00,20955.00,21015.00,21065.00,21118.00,21198.00,21325.00,21518.00,21786.00,22122.00,22501.00,22885.00,23248.00,23582.00,23894.00,24178.00,24431.00,24654.00,24838.00,24985.00,25117.00,25262.00,25440.00,25663.00,25920.00,26182.00,26406.00,26565.00,26648.00,26667.00,26647.00,26619.00,26608.00,26620.00,26650.00,26697.00,26757.00,26830.00,26921.00,27032.00,27145.00,27233.00,27283.00,27279.00,27231.00,27188.00,27214.00,27348.00,27615.00,27989.00,28410.00,28793.00,29075.00,29237.00,29296.00,29287.00,29257.00,29244.00,29254.00,29278.00,29309.00
Greece,1500000.00,,,,,,,,,,,,,,,,,,2151155.00,,,,,,,,,,,,,,,,,,,,2312000.00,2333000.00,2355000.00,2376000.00,2398000.00,2420000.00,2443000.00,2465000.00,2488000.00,2511000.00,2534000.00,2557000.00,2581000.00,2605000.00,2629000.00,2653000.00,2677000.00,2702000.00,2727000.00,2752000.00,2777000.00,2803000.00,2829000.00,2855000.00,2881000.00,2908000.00,2934000.00,2961000.00,2989000.00,3016000.00,3044000.00,3072000.00,3100000.00,3129000.00,3158000.00,3187000.00,3216000.00,3246000.00,3273000.00,3306000.00,3336000.00,3367000.00,3398000.00,3430000.00,3461000.00,3493000.00,3525000.00,3558000.00,3591000.00,3621000.00,3657000.00,3694000.00,3732000.00,3770000.00,3809000.00,3848000.00,3887000.00,3927000.00,3967000.00,4008000.00,4049000.00,4090000.00,4132000.00,4174000.00,4217000.00,4260000.00,4303000.00,4347000.00,4392000.00,4437000.00,4482000.00,4528000.00,4574000.00,4621000.00,4668000.00,4716000.00,4764000.00,4813000.00,4862000.00,4912000.00,4962000.00,4997000.00,5032000.00,5067000.00,5102000.00,5138000.00,5174000.00,5210000.00,5246000.00,5283000.00,5320000.00,5355000.00,5390000.00,5425000.00,5463000.00,5502000.00,5541000.00,5580000.00,5620000.00,5660000.00,5700000.00,5837000.00,5890000.00,6010000.00,6000000.00,5958000.00,6042000.00,6127000.00,6205000.00,6275000.00,6351000.00,6440000.00,6516000.00,6591000.00,6688000.00,6793000.00,6886000.00,6973000.00,7061000.00,7156000.00,7280000.00,7362000.00,7339000.00,7297000.00,7284000.00,7322000.00,7418000.00,7529000.00,7749000.00,7856000.00,7566002.00,7646718.00,7725959.00,7805207.00,7885213.00,7965998.00,8046802.00,8126135.00,8201917.00,8271724.00,8333499.00,8386326.00,8431099.00,8470808.00,8509724.00,8551005.00,8596595.00,8646013.00,8697173.00,8746781.00,8793002.00,8833582.00,8870711.00,8912166.00,8968522.00,9046544.00,9149987.00,9274357.00,9408034.00,9534673.00,9642504.00,9728220.00,9795461.00,9848045.00,9892518.00,9934292.00,9972624.00,10007304.00,10045020.00,10094241.00,10160501.00,10247132.00,10351229.00,10464295.00,10574134.00,10671809.00,10754641.00,10824894.00,10884604.00,10937612.00,10986883.00,11032395.00,11073334.00,11111072.00,11147261.00,11183114.00,11219300.00,11255717.00,11291807.00,11326596.00,11359346.00,11390031.00,11418878.00,11445691.00
Greenland,,,,,,,,,,,,,,,,,,,9584.00,,,,,,,,,,,,,,,,,,,,9584.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22998.00,23449.00,23982.00,24635.00,25433.00,26383.00,27477.00,28689.00,29985.00,31320.00,32649.00,33948.00,35216.00,36487.00,37810.00,39215.00,40715.00,42273.00,43809.00,45221.00,46431.00,47420.00,48209.00,48814.00,49263.00,49586.00,49775.00,49844.00,49873.00,49969.00,50208.00,50619.00,51180.00,51842.00,52527.00,53173.00,53777.00,54348.00,54854.00,55263.00,55552.00,55705.00,55735.00,55688.00,55631.00,55617.00,55657.00,55742.00,55867.00,56022.00,56196.00,56395.00,56618.00,56844.00,57041.00,57190.00,57280.00,57316.00,57317.00,57304.00,57296.00,57296.00,57300.00,57300.00
Grenada,,,,,,,,,,,,,,,,,,,29409.00,,,,,,,,,,,,,,,,,,,,29409.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000.00,,,,,,,,,,32000.00,,,,,,,,,,38000.00,,,,,,,,,,42000.00,,,,,,,,,,53000.00,,,,,,,,,,63000.00,,,,,,,,,,67000.00,,,,,,,,,,66000.00,,,,,,,,,,,,,,,,,,,,,,,,,72000.00,,,,76676.00,76619.00,77122.00,78087.00,79414.00,81009.00,82778.00,84629.00,86476.00,88238.00,89844.00,91243.00,92408.00,93338.00,94050.00,94561.00,94858.00,94937.00,94846.00,94649.00,94393.00,94140.00,93896.00,93588.00,93108.00,92408.00,91386.00,90134.00,89011.00,88508.00,88936.00,90504.00,93015.00,95903.00,98359.00,99824.00,100062.00,99296.00,97978.00,96785.00,96200.00,96368.00,97113.00,98212.00,99313.00,100163.00,100707.00,101039.00,101219.00,101354.00,101522.00,101731.00,101954.00,102195.00,102455.00,102734.00,103037.00,103368.00,103723.00,104097.00,104487.00,104890.00,105303.00,105719.00
Guadeloupe,,,,,,,,,,,,,,,,,,,80726.00,,,,,,,,,,,,,,,,,,,,80726.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209999.00,213099.00,217331.00,222672.00,229031.00,236253.00,244112.00,252317.00,260525.00,268369.00,275526.00,281800.00,287188.00,291910.00,296326.00,300691.00,305052.00,309291.00,313303.00,316932.00,320063.00,322773.00,325123.00,326970.00,328124.00,328514.00,328008.00,326826.00,325673.00,325493.00,326951.00,330293.00,335282.00,341489.00,348247.00,355037.00,361790.00,368563.00,375102.00,381130.00,386465.00,390937.00,394606.00,397815.00,401061.00,404700.00,408845.00,413372.00,418110.00,422791.00,427214.00,431337.00,435222.00,438895.00,442413.00,445814.00,449103.00,452253.00,455247.00,458057.00,460666.00,463069.00,465282.00,467335.00
Guam,12000.00,,,,,,4000.00,,,,,,,,,,,,6053.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9678.00,10000.00,,,,,,,,,12000.00,,,,,,,,,,14000.00,,,,,,,,,,19000.00,,,,,,,,,,22000.00,,,,,,,,,,59650.00,60366.00,61068.00,61744.00,62400.00,63049.00,63718.00,64443.00,65272.00,66255.00,67436.00,68835.00,70441.00,72202.00,74044.00,75911.00,77789.00,79687.00,81598.00,83522.00,85459.00,87402.00,89350.00,91316.00,93322.00,95380.00,97496.00,99669.00,101903.00,104204.00,106572.00,109001.00,111489.00,114050.00,116705.00,119464.00,122333.00,125288.00,128260.00,131157.00,133914.00,136518.00,138981.00,141304.00,143492.00,145559.00,147481.00,149279.00,151065.00,152987.00,155147.00,157596.00,160292.00,163121.00,165918.00,168565.00,171024.00,173334.00,175538.00,177707.00,179896.00,182111.00,184334.00,186562.00
